Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
JN69287,California,3479.760165,No,Extended,High School or Below,1/8/11,Employed,M,35033,Suburban,Married,87,26,53,0,1,Personal Auto,Personal L2,Offer1,Agent,490.638202,Two-Door Car,Small
AT55072,Arizona,9103.8997,No,Premium,College,2/4/11,Employed,M,65733,Suburban,Married,113,13,6,0,3,Personal Auto,Personal L2,Offer2,Agent,684.948527,Four-Door Car,Medsize
LV34368,California,4813.284447,No,Basic,Bachelor,2/27/11,Unemployed,M,0,Suburban,Single,69,30,44,0,3,Special Auto,Special L3,Offer1,Agent,472.611522,Four-Door Car,Medsize
QU40939,Arizona,9575.7578,No,Extended,College,2/6/11,Unemployed,F,0,Suburban,Single,88,3,64,0,2,Personal Auto,Personal L3,Offer4,Web,633.6,Four-Door Car,Medsize
IP94270,Arizona,13736.1325,Yes,Premium,Master,2/13/11,Disabled,F,16181,Suburban,Divorced,181,22,79,0,8,Personal Auto,Personal L2,Offer1,Web,1261.319869,SUV,Medsize
KW33804,Nevada,8090.884414,No,Basic,High School or Below,1/3/11,Employed,M,86180,Rural,Divorced,69,11,43,4,2,Personal Auto,Personal L1,Offer4,Branch,48.051339,Four-Door Car,Large
IA42992,Arizona,8267.119555,No,Basic,High School or Below,1/19/11,Employed,M,36881,Suburban,Married,104,5,25,0,3,Special Auto,Special L3,Offer1,Agent,499.2,SUV,Medsize
CZ19025,Oregon,2489.16729,No,Basic,High School or Below,1/26/11,Employed,F,47888,Suburban,Single,64,23,16,1,1,Personal Auto,Personal L1,Offer1,Web,545.083116,Four-Door Car,Small
EN54716,Oregon,2395.57,Yes,Basic,Doctor,1/27/11,Disabled,F,21986,Suburban,Divorced,63,1,9,0,1,Personal Auto,Personal L1,Offer2,Branch,333.696228,Two-Door Car,Medsize
UF27940,Washington,3863.309585,No,Basic,College,1/17/11,Employed,F,47199,Suburban,Married,100,3,65,3,1,Corporate Auto,Corporate L3,Offer2,Call Center,480,SUV,Medsize
QD36118,Oregon,5173.485319,No,Basic,College,1/22/11,Unemployed,F,0,Suburban,Married,69,30,69,0,9,Personal Auto,Personal L2,Offer1,Call Center,331.2,Four-Door Car,Medsize
XI52305,California,4984.618655,Yes,Basic,Bachelor,1/11/11,Employed,M,86305,Rural,Married,62,1,99,0,5,Personal Auto,Personal L3,Offer2,Call Center,80.73124,Four-Door Car,Medsize
HZ25580,Washington,2396.192355,No,Basic,High School or Below,1/31/11,Employed,F,39062,Suburban,Divorced,61,2,20,0,1,Corporate Auto,Corporate L3,Offer2,Agent,346.991025,Two-Door Car,Medsize
JY97451,California,2631.87754,No,Basic,College,1/8/11,Disabled,F,16976,Urban,Married,69,23,54,0,1,Personal Auto,Personal L3,Offer1,Agent,238.952528,Four-Door Car,Medsize
US78266,California,6993.838856,No,Basic,High School or Below,1/22/11,Unemployed,F,0,Suburban,Single,65,29,35,2,2,Corporate Auto,Corporate L2,Offer1,Call Center,468,Four-Door Car,Medsize
SX25962,Arizona,15055.53836,No,Basic,College,2/18/11,Employed,M,83283,Rural,Single,193,11,46,1,3,Personal Auto,Personal L2,Offer3,Branch,273.702709,Luxury Car,Medsize
XQ12791,California,3401.881747,No,Extended,High School or Below,1/21/11,Employed,M,41972,Suburban,Divorced,86,20,23,0,1,Personal Auto,Personal L3,Offer2,Branch,691.709371,Four-Door Car,Medsize
EU59853,California,4126.61326,No,Premium,College,2/20/11,Employed,M,34080,Rural,Married,107,11,48,1,1,Personal Auto,Personal L3,Offer4,Branch,220.644418,Four-Door Car,Medsize
QR21417,California,4462.997006,Yes,Basic,Bachelor,1/30/11,Unemployed,F,0,Suburban,Single,73,35,52,3,5,Corporate Auto,Corporate L3,Offer1,Web,350.4,Two-Door Car,Medsize
CI27304,California,9320.090224,No,Extended,College,1/13/11,Employed,M,40269,Urban,Married,81,0,71,2,2,Personal Auto,Personal L2,Offer2,Agent,329.980754,Four-Door Car,Medsize
WJ52097,Oregon,3663.740198,No,Extended,Bachelor,1/4/11,Employed,F,61894,Suburban,Divorced,91,3,21,0,1,Corporate Auto,Corporate L2,Offer2,Web,436.8,Four-Door Car,Medsize
FT65961,California,4962.208409,No,Basic,College,2/2/11,Employed,F,23300,Suburban,Married,63,3,35,1,4,Corporate Auto,Corporate L3,Offer3,Branch,339.906034,Four-Door Car,Small
DP87594,Oregon,2816.758764,No,Basic,Bachelor,2/3/11,Employed,F,66023,Urban,Married,70,11,94,0,1,Personal Auto,Personal L3,Offer1,Branch,265.629611,Two-Door Car,Medsize
KP96020,Arizona,4330.769101,No,Basic,Bachelor,2/27/11,Employed,F,39660,Urban,Married,107,3,46,0,1,Corporate Auto,Corporate L2,Offer1,Agent,416.8496,Sports Car,Small
HQ15974,Nevada,8262.879764,No,Extended,College,2/13/11,Unemployed,F,0,Rural,Married,76,4,51,1,2,Personal Auto,Personal L2,Offer1,Agent,32.508635,Four-Door Car,Medsize
VE98553,Oregon,4666.643522,No,Premium,Bachelor,2/28/11,Employed,M,60466,Suburban,Married,117,14,3,0,1,Personal Auto,Personal L3,Offer2,Agent,784.186389,Four-Door Car,Large
ME44353,Oregon,5876.054314,No,Basic,College,2/9/11,Employed,F,32848,Urban,Married,74,2,59,0,5,Personal Auto,Personal L2,Offer3,Call Center,250.454012,Four-Door Car,Medsize
AE62631,Oregon,8427.723769,No,Basic,Bachelor,2/28/11,Employed,M,20662,Suburban,Married,72,10,99,0,2,Personal Auto,Personal L1,Offer4,Agent,373.324673,Two-Door Car,Medsize
GX29162,Arizona,13023.9329,No,Premium,High School or Below,1/24/11,Employed,F,64985,Rural,Married,108,23,94,0,2,Personal Auto,Personal L3,Offer1,Web,16.425514,Two-Door Car,Small
LY69932,Oregon,8209.59982,No,Basic,High School or Below,2/11/11,Employed,M,68022,Suburban,Married,103,3,26,0,3,Personal Auto,Personal L3,Offer4,Web,494.4,Sports Car,Small
YY74036,California,2464.238061,No,Basic,College,2/20/11,Employed,M,72834,Rural,Divorced,65,12,81,3,1,Corporate Auto,Corporate L3,Offer1,Call Center,91.941259,Four-Door Car,Medsize
DP92488,Washington,2727.520769,No,Basic,Doctor,1/14/11,Employed,F,74592,Suburban,Married,67,9,30,0,1,Personal Auto,Personal L1,Offer4,Agent,321.6,Two-Door Car,Medsize
FO74055,California,3086.013544,No,Extended,College,1/16/11,Employed,F,73938,Rural,Married,76,34,48,0,1,Personal Auto,Personal L3,Offer4,Call Center,53.095599,Two-Door Car,Medsize
GT97121,California,22067.728,No,Extended,College,2/18/11,Disabled,M,15999,Suburban,Married,83,2,43,0,2,Personal Auto,Personal L3,Offer2,Branch,398.4,Four-Door Car,Medsize
VF83291,Oregon,4836.054291,No,Basic,College,1/13/11,Unemployed,F,0,Suburban,Single,69,12,89,0,8,Personal Auto,Personal L1,Offer1,Agent,632.081402,Four-Door Car,Small
OU76593,Oregon,6912.03963,No,Extended,College,1/21/11,Unemployed,M,0,Suburban,Married,96,11,55,0,5,Personal Auto,Personal L3,Offer2,Agent,460.8,Four-Door Car,Medsize
HO40387,California,2570.761765,No,Basic,Master,1/1/11,Unemployed,M,0,Suburban,Married,72,0,93,3,1,Personal Auto,Personal L3,Offer4,Call Center,345.6,Two-Door Car,Small
GR37045,Nevada,2991.696011,No,Extended,Bachelor,2/6/11,Unemployed,F,0,Suburban,Single,80,9,96,0,1,Corporate Auto,Corporate L2,Offer2,Web,576,Four-Door Car,Small
KZ84621,Nevada,8253.266591,No,Basic,High School or Below,1/31/11,Employed,F,62375,Urban,Married,103,35,71,1,3,Personal Auto,Personal L3,Offer4,Web,411.228571,SUV,Small
FR82361,Arizona,10477.77713,No,Extended,Doctor,1/23/11,Employed,M,61427,Suburban,Single,88,24,12,0,2,Personal Auto,Personal L3,Offer1,Branch,422.4,Four-Door Car,Large
UM14883,California,16373.7273,No,Basic,High School or Below,2/5/11,Employed,M,64396,Urban,Married,103,2,46,0,2,Special Auto,Special L1,Offer4,Agent,355.409311,SUV,Medsize
UX32931,California,5184.94945,No,Basic,College,1/16/11,Employed,F,49312,Urban,Married,65,30,55,1,4,Corporate Auto,Corporate L1,Offer1,Branch,230.104769,Four-Door Car,Medsize
QA68548,California,10634.83711,No,Basic,High School or Below,2/8/11,Unemployed,F,0,Suburban,Single,61,35,71,0,2,Personal Auto,Personal L3,Offer2,Agent,292.8,Two-Door Car,Medsize
QV40364,California,15114.40241,Yes,Basic,High School or Below,1/19/11,Medical Leave,F,28513,Suburban,Married,100,4,22,1,2,Personal Auto,Personal L1,Offer2,Call Center,480,SUV,Medsize
TY87896,California,11875.89915,No,Basic,High School or Below,1/23/11,Unemployed,M,0,Suburban,Married,108,23,55,0,2,Personal Auto,Personal L2,Offer2,Branch,518.4,SUV,Medsize
CV75841,California,4369.496687,No,Premium,College,1/25/11,Employed,M,97321,Rural,Single,110,35,46,0,1,Personal Auto,Personal L2,Offer1,Agent,74.744643,Four-Door Car,Medsize
YO62357,California,7432.856752,No,Basic,College,1/15/11,Employed,F,58839,Rural,Single,65,4,65,3,2,Personal Auto,Personal L3,Offer1,Call Center,18.965718,Two-Door Car,Medsize
YN19139,Nevada,2558.762931,No,Basic,High School or Below,1/11/11,Unemployed,M,0,Suburban,Single,72,4,14,0,1,Corporate Auto,Corporate L3,Offer2,Agent,518.4,Four-Door Car,Medsize
PE63707,Nevada,5452.171237,No,Basic,Bachelor,2/1/11,Employed,M,88567,Suburban,Married,67,9,89,0,9,Personal Auto,Personal L2,Offer1,Web,321.6,Four-Door Car,Medsize
NS74173,Nevada,2968.077571,No,Basic,College,2/21/11,Employed,M,91646,Rural,Married,74,12,10,0,1,Corporate Auto,Corporate L1,Offer2,Branch,57.678779,Two-Door Car,Medsize
ZI73222,California,15700.28436,No,Extended,High School or Below,2/1/11,Unemployed,M,0,Suburban,Married,211,31,52,0,5,Personal Auto,Personal L3,Offer1,Web,1012.8,Luxury SUV,Medsize
AC24378,Arizona,7477.176362,No,Extended,High School or Below,1/19/11,Employed,F,48552,Urban,Married,94,5,54,0,9,Corporate Auto,Corporate L3,Offer4,Call Center,262.746281,Four-Door Car,Medsize
XR71687,Oregon,9407.452895,No,Basic,Bachelor,1/7/11,Employed,M,31485,Rural,Married,118,17,79,0,6,Personal Auto,Personal L2,Offer2,Agent,294.905685,SUV,Medsize
GJ70481,Arizona,4428.038374,No,Basic,High School or Below,1/3/11,Unemployed,M,0,Suburban,Single,64,6,47,0,8,Personal Auto,Personal L3,Offer3,Agent,628.801638,Four-Door Car,Small
JI94264,Arizona,10053.55227,No,Extended,College,2/28/11,Disabled,M,16511,Suburban,Single,135,35,4,0,5,Personal Auto,Personal L3,Offer2,Agent,972,SUV,Large
YI95434,California,2907.898828,No,Basic,College,2/17/11,Employed,F,51020,Suburban,Divorced,73,16,88,0,1,Personal Auto,Personal L3,Offer2,Branch,350.4,Four-Door Car,Medsize
RL34830,California,7644.763153,No,Extended,College,1/31/11,Employed,M,43838,Suburban,Married,97,11,37,0,7,Corporate Auto,Corporate L2,Offer2,Web,465.6,Four-Door Car,Medsize
CA96568,Oregon,9709.746073,No,Extended,College,1/16/11,Unemployed,M,0,Suburban,Married,133,11,30,0,7,Corporate Auto,Corporate L3,Offer1,Agent,827.085431,SUV,Small
UO16539,Washington,8439.615236,No,Basic,Bachelor,1/26/11,Employed,M,22454,Suburban,Single,110,5,75,2,3,Personal Auto,Personal L3,Offer2,Agent,556.097027,SUV,Medsize
NP18074,Arizona,4209.682602,No,Basic,Bachelor,2/24/11,Employed,F,57933,Suburban,Married,105,10,64,0,1,Personal Auto,Personal L3,Offer1,Call Center,533.255723,SUV,Small
TW45475,Nevada,8556.418397,No,Extended,College,1/9/11,Unemployed,M,0,Suburban,Married,124,7,2,3,6,Personal Auto,Personal L3,Offer1,Branch,595.2,SUV,Small
CM66204,Arizona,26770.44534,No,Basic,College,1/23/11,Employed,F,26335,Urban,Married,113,32,7,1,2,Personal Auto,Personal L2,Offer1,Call Center,355.818306,SUV,Large
DX80961,Arizona,16265.58682,No,Extended,Bachelor,1/19/11,Employed,F,85322,Suburban,Married,134,32,55,0,2,Personal Auto,Personal L3,Offer1,Agent,735.491986,SUV,Medsize
JZ15681,California,3624.901612,No,Extended,High School or Below,1/10/11,Employed,M,37843,Urban,Divorced,92,2,17,0,1,Personal Auto,Personal L3,Offer3,Agent,354.455466,Four-Door Car,Medsize
ZZ31825,Oregon,2519.918897,No,Basic,Bachelor,1/25/11,Unemployed,M,0,Suburban,Married,67,11,26,0,1,Personal Auto,Personal L2,Offer2,Branch,482.4,Four-Door Car,Medsize
TF77410,Arizona,4819.183706,No,Basic,College,2/2/11,Employed,M,74730,Suburban,Single,61,18,84,0,6,Personal Auto,Personal L3,Offer2,Branch,421.235276,Four-Door Car,Small
HI16452,Oregon,3028.780121,No,Extended,High School or Below,2/1/11,Unemployed,M,0,Suburban,Single,94,27,52,1,1,Special Auto,Special L3,Offer1,Branch,483.881752,Four-Door Car,Medsize
CW98845,Oregon,2316.796105,No,Basic,Bachelor,2/24/11,Unemployed,M,0,Suburban,Married,64,2,80,0,1,Personal Auto,Personal L2,Offer4,Branch,307.2,Four-Door Car,Medsize
NI99807,Oregon,13869.92705,Yes,Basic,College,1/21/11,Employed,M,28432,Suburban,Married,118,1,59,0,2,Personal Auto,Personal L2,Offer2,Branch,612.300581,SUV,Small
QL45827,Washington,25807.063,Yes,Extended,College,2/13/11,Employed,F,71210,Suburban,Married,214,8,89,1,2,Personal Auto,Personal L1,Offer1,Branch,1027.2,Luxury Car,Small
GU60969,Arizona,2342.01381,No,Basic,Bachelor,1/2/11,Retired,M,19581,Suburban,Single,67,2,94,0,1,Corporate Auto,Corporate L2,Offer1,Agent,321.6,Four-Door Car,Large
FS67103,Oregon,2747.771656,No,Extended,Bachelor,1/16/11,Unemployed,M,0,Suburban,Single,80,12,14,0,1,Special Auto,Special L2,Offer3,Web,576,Two-Door Car,Medsize
FQ24929,Oregon,5479.555081,Yes,Basic,Master,1/13/11,Employed,M,56005,Suburban,Married,68,31,30,1,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Small
YA12007,California,9199.539814,No,Extended,College,1/11/11,Unemployed,F,0,Suburban,Divorced,80,10,11,0,2,Personal Auto,Personal L2,Offer1,Branch,572.847549,Four-Door Car,Medsize
EW46828,Arizona,8060.161694,No,Basic,High School or Below,1/3/11,Employed,M,23671,Suburban,Divorced,69,32,45,0,2,Personal Auto,Personal L3,Offer1,Branch,331.2,Four-Door Car,Medsize
YP67379,Arizona,6686.128629,No,Extended,High School or Below,2/4/11,Employed,M,22244,Rural,Married,84,6,59,0,9,Personal Auto,Personal L3,Offer3,Web,114.815893,Four-Door Car,Medsize
KH16079,Washington,4709.52218,No,Basic,High School or Below,2/12/11,Unemployed,F,0,Suburban,Single,66,17,29,0,3,Personal Auto,Personal L1,Offer1,Agent,470.576119,Four-Door Car,Small
SJ87277,Arizona,2685.425957,No,Basic,High School or Below,1/8/11,Employed,M,75329,Rural,Married,67,15,17,0,1,Corporate Auto,Corporate L2,Offer3,Branch,45.905292,Four-Door Car,Large
DW14769,Arizona,3920.511337,No,Premium,High School or Below,2/4/11,Unemployed,F,0,Suburban,Married,108,2,55,1,1,Personal Auto,Personal L3,Offer3,Branch,525.392239,Two-Door Car,Large
CN13435,California,5493.698779,No,Basic,College,1/10/11,Employed,F,44369,Urban,Married,68,13,22,0,8,Personal Auto,Personal L3,Offer4,Call Center,185.291566,Four-Door Car,Medsize
KO95143,California,8521.738901,No,Premium,High School or Below,2/21/11,Employed,M,37910,Suburban,Married,108,7,9,0,7,Personal Auto,Personal L3,Offer1,Agent,518.4,Four-Door Car,Medsize
GT66241,California,2414.072446,No,Basic,High School or Below,1/8/11,Unemployed,M,0,Suburban,Single,71,25,30,0,1,Personal Auto,Personal L3,Offer2,Call Center,511.2,Four-Door Car,Medsize
PP97061,Nevada,4282.947971,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16,70,1,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,Medsize
KP97208,Oregon,5918.330563,No,Basic,College,2/4/11,Employed,F,94846,Urban,Married,73,15,68,0,7,Corporate Auto,Corporate L2,Offer1,Agent,305.031114,Two-Door Car,Medsize
SB24397,California,7519.133631,Yes,Extended,High School or Below,2/20/11,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Personal Auto,Personal L3,Offer1,Agent,185.355353,Four-Door Car,Medsize
EM32982,Arizona,4472.334422,No,Basic,Doctor,1/26/11,Employed,F,53519,Urban,Married,111,7,37,0,1,Corporate Auto,Corporate L2,Offer4,Call Center,520.036279,SUV,Medsize
LB97434,Arizona,5531.627731,No,Basic,Bachelor,1/21/11,Employed,M,50648,Suburban,Married,69,27,50,1,9,Personal Auto,Personal L3,Offer1,Call Center,331.2,Two-Door Car,Medsize
RR37715,Oregon,8435.176463,No,Basic,Bachelor,2/17/11,Employed,M,64692,Suburban,Married,70,17,80,0,2,Corporate Auto,Corporate L3,Offer1,Agent,336,Two-Door Car,Small
TC81636,Arizona,10196.1106,No,Basic,High School or Below,1/7/11,Unemployed,M,0,Suburban,Single,100,9,75,0,2,Corporate Auto,Corporate L3,Offer4,Web,720,SUV,Medsize
IC55961,Arizona,20552.62128,No,Basic,High School or Below,1/26/11,Unemployed,F,0,Suburban,Single,187,22,97,1,2,Corporate Auto,Corporate L2,Offer1,Agent,1430.336183,Luxury SUV,Medsize
HR48520,Oregon,3915.798108,No,Basic,Bachelor,1/24/11,Unemployed,M,0,Suburban,Single,109,2,86,0,1,Personal Auto,Personal L2,Offer1,Call Center,784.8,SUV,Large
VI42566,Oregon,6010.502178,No,Basic,Master,1/11/11,Employed,M,49311,Suburban,Married,74,25,85,0,3,Personal Auto,Personal L3,Offer2,Branch,355.2,Four-Door Car,Large
NU84299,Arizona,2854.114491,No,Basic,High School or Below,1/22/11,Employed,M,71126,Urban,Married,71,11,72,0,1,Personal Auto,Personal L1,Offer4,Branch,324.739746,Four-Door Car,Medsize
RT63209,California,5994.255419,No,Basic,Master,2/11/11,Employed,F,74284,Urban,Married,74,27,5,0,3,Personal Auto,Personal L3,Offer3,Call Center,268.130863,Four-Door Car,Medsize
AM52614,Oregon,4477.45201,No,Basic,Bachelor,1/4/11,Employed,F,41402,Suburban,Divorced,119,26,26,4,1,Personal Auto,Personal L2,Offer2,Branch,571.2,Sports Car,Medsize
UO40192,Nevada,5544.909083,No,Basic,High School or Below,2/5/11,Employed,M,79619,Urban,Married,71,3,34,3,6,Personal Auto,Personal L3,Offer2,Web,280.89705,Four-Door Car,Large
SD67101,Nevada,3600.934326,Yes,Basic,High School or Below,2/25/11,Retired,F,25147,Suburban,Single,101,7,54,0,1,Personal Auto,Personal L2,Offer1,Agent,694.598288,SUV,Medsize
EW35231,Oregon,9934.865795,No,Extended,High School or Below,2/27/11,Employed,F,56379,Suburban,Married,125,0,59,1,8,Corporate Auto,Corporate L2,Offer1,Agent,600,SUV,Medsize
CT18212,California,6874.84827,No,Extended,Bachelor,2/17/11,Unemployed,F,0,Suburban,Single,96,35,27,0,6,Personal Auto,Personal L2,Offer4,Agent,691.2,Four-Door Car,Medsize
YL91587,Arizona,2374.147419,No,Basic,High School or Below,2/6/11,Employed,M,48911,Suburban,Single,61,15,6,0,1,Personal Auto,Personal L2,Offer3,Call Center,292.8,Two-Door Car,Large
HS14476,Washington,9162.063169,No,Extended,College,2/23/11,Medical Leave,M,29723,Rural,Married,80,8,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,20.985105,Four-Door Car,Medsize
DA28072,Arizona,7380.086414,No,Extended,Master,1/12/11,Employed,F,21841,Suburban,Married,91,33,47,0,7,Corporate Auto,Corporate L3,Offer2,Call Center,436.8,Four-Door Car,Medsize
JO98946,Oregon,2655.996158,No,Basic,Bachelor,2/10/11,Employed,M,31796,Suburban,Divorced,68,27,16,0,1,Personal Auto,Personal L3,Offer1,Agent,377.442796,Four-Door Car,Medsize
BA26944,Nevada,7591.109246,No,Basic,Bachelor,1/23/11,Unemployed,M,0,Suburban,Married,105,0,16,0,4,Corporate Auto,Corporate L3,Offer2,Agent,504,SUV,Small
AR47849,Nevada,5015.009472,Yes,Extended,Bachelor,2/3/11,Employed,F,48567,Suburban,Single,130,12,15,0,1,Personal Auto,Personal L1,Offer2,Agent,624,SUV,Medsize
FO82261,Oregon,4603.975141,No,Basic,College,1/12/11,Employed,M,66161,Urban,Single,118,19,86,0,1,Personal Auto,Personal L3,Offer2,Branch,457.593764,SUV,Medsize
QO56662,Arizona,2551.226692,Yes,Basic,Master,1/19/11,Employed,M,79751,Suburban,Married,63,15,67,0,1,Personal Auto,Personal L3,Offer3,Web,392.235698,Two-Door Car,Small
UF74084,Arizona,5641.35916,No,Basic,Bachelor,2/1/11,Employed,M,39469,Urban,Divorced,71,1,29,0,4,Personal Auto,Personal L3,Offer2,Call Center,315.560161,Two-Door Car,Large
OX75108,Arizona,5463.913828,No,Basic,Master,1/28/11,Employed,F,44305,Urban,Married,67,33,39,0,9,Personal Auto,Personal L1,Offer2,Call Center,214.772284,Four-Door Car,Medsize
QG25195,Oregon,4866.647452,No,Basic,Bachelor,1/10/11,Unemployed,F,0,Suburban,Single,68,4,17,0,9,Personal Auto,Personal L3,Offer1,Agent,444.030724,Four-Door Car,Medsize
HT50748,Oregon,2779.85389,No,Basic,Doctor,1/25/11,Employed,F,38893,Urban,Single,69,12,60,0,1,Personal Auto,Personal L3,Offer1,Branch,279.960213,Two-Door Car,Medsize
HC42288,California,4563.018085,No,Basic,College,2/10/11,Employed,F,39187,Suburban,Divorced,118,32,43,1,1,Corporate Auto,Corporate L2,Offer1,Agent,566.4,SUV,Small
TC69546,Arizona,14376.55039,No,Premium,College,2/26/11,Employed,M,70341,Rural,Married,179,11,43,0,3,Personal Auto,Personal L3,Offer4,Branch,253.511935,SUV,Medsize
GJ63345,Arizona,2279.747148,No,Basic,Bachelor,2/12/11,Unemployed,F,0,Suburban,Single,64,9,95,0,1,Personal Auto,Personal L2,Offer1,Call Center,460.8,Four-Door Car,Medsize
RK45396,California,5380.316469,No,Basic,Bachelor,2/1/11,Unemployed,M,0,Suburban,Married,73,11,95,0,3,Corporate Auto,Corporate L2,Offer2,Web,350.4,Four-Door Car,Medsize
YA71207,California,8708.27928,No,Basic,High School or Below,1/2/11,Employed,F,30090,Urban,Married,73,10,3,0,2,Corporate Auto,Corporate L3,Offer2,Web,329.517492,Two-Door Car,Large
FK95213,California,18611.45356,No,Extended,Master,1/16/11,Employed,F,49673,Urban,Married,232,27,57,0,7,Personal Auto,Personal L3,Offer2,Web,1021.654003,Luxury SUV,Medsize
MC53402,Washington,2215.912948,No,Basic,College,1/4/11,Unemployed,M,0,Suburban,Single,66,31,14,0,1,Personal Auto,Personal L2,Offer3,Branch,389.944994,Two-Door Car,Medsize
VU18023,California,7780.903354,No,Basic,High School or Below,1/28/11,Unemployed,F,0,Suburban,Married,70,29,93,0,2,Personal Auto,Personal L1,Offer3,Call Center,504,Four-Door Car,Small
VN37592,Arizona,2860.864563,No,Basic,High School or Below,2/7/11,Employed,M,50332,Suburban,Married,72,2,11,0,1,Personal Auto,Personal L3,Offer2,Branch,345.6,Four-Door Car,Large
KL58949,California,5577.942343,No,Basic,Bachelor,2/18/11,Employed,M,70190,Rural,Single,71,20,22,0,3,Corporate Auto,Corporate L3,Offer1,Agent,15.169017,Two-Door Car,Medsize
KU14261,Arizona,7268.096004,No,Extended,Master,2/4/11,Employed,F,38179,Urban,Married,90,12,91,1,3,Personal Auto,Personal L1,Offer1,Call Center,374.716271,Four-Door Car,Medsize
RL97327,Washington,4060.956163,No,Premium,Bachelor,1/17/11,Unemployed,M,0,Suburban,Married,115,18,30,1,1,Personal Auto,Personal L2,Offer2,Call Center,699.823461,Four-Door Car,Medsize
TO60700,Washington,7813.411572,No,Basic,Bachelor,1/9/11,Retired,F,25859,Suburban,Single,74,0,44,0,2,Special Auto,Special L2,Offer1,Agent,355.2,Four-Door Car,Small
CR33417,Washington,4762.156975,No,Basic,Master,2/9/11,Employed,F,36529,Rural,Married,118,6,41,0,1,Personal Auto,Personal L1,Offer1,Agent,255.005116,SUV,Medsize
ZK90062,Arizona,14166.20344,No,Basic,Bachelor,2/14/11,Employed,M,67588,Suburban,Divorced,118,0,58,0,2,Personal Auto,Personal L2,Offer1,Agent,566.4,Sports Car,Medsize
JP44710,Nevada,4354.398727,No,Extended,High School or Below,1/6/11,Unemployed,M,0,Suburban,Single,121,30,85,0,1,Personal Auto,Personal L3,Offer1,Call Center,871.2,SUV,Medsize
RR93140,California,2880.348532,No,Basic,College,1/5/11,Employed,F,81565,Urban,Married,71,19,54,0,1,Personal Auto,Personal L2,Offer2,Branch,190.642833,Four-Door Car,Medsize
HW56522,Arizona,19185.0725,No,Extended,Bachelor,2/19/11,Employed,M,35322,Rural,Married,244,4,33,0,5,Personal Auto,Personal L3,Offer1,Agent,76.826503,Luxury Car,Small
LR27773,California,5329.075482,No,Basic,Bachelor,2/21/11,Employed,F,43671,Urban,Married,67,6,67,0,3,Corporate Auto,Corporate L2,Offer3,Agent,190.649902,Four-Door Car,Medsize
CT88432,Arizona,4883.805481,No,Basic,Bachelor,2/17/11,Employed,F,58682,Urban,Married,61,24,34,0,4,Corporate Auto,Corporate L3,Offer1,Branch,206.810286,Four-Door Car,Medsize
OK86731,Oregon,4510.194071,No,Basic,College,2/25/11,Employed,M,44230,Suburban,Married,114,2,45,0,1,Personal Auto,Personal L3,Offer4,Web,738.222494,Sports Car,Medsize
GB75821,Oregon,15304.51777,No,Basic,Bachelor,2/10/11,Employed,M,40269,Suburban,Married,193,32,27,0,3,Personal Auto,Personal L1,Offer3,Agent,926.4,Luxury SUV,Small
KL48832,Nevada,5237.935672,No,Basic,College,1/25/11,Employed,F,31756,Rural,Married,66,34,44,0,8,Corporate Auto,Corporate L1,Offer1,Branch,160.855921,Four-Door Car,Medsize
CA54112,Nevada,15119.55539,No,Basic,Doctor,2/25/11,Employed,M,47725,Rural,Married,63,10,66,0,2,Personal Auto,Personal L1,Offer2,Call Center,142.205246,Two-Door Car,Medsize
VC43751,Arizona,5860.01804,No,Basic,Bachelor,1/26/11,Employed,F,38684,Suburban,Married,74,1,22,0,6,Personal Auto,Personal L3,Offer3,Branch,376.760016,Two-Door Car,Medsize
BC87551,California,32306.28587,No,Basic,High School or Below,1/28/11,Employed,F,36301,Suburban,Single,118,11,85,0,2,Corporate Auto,Corporate L3,Offer1,Branch,647.954067,SUV,Medsize
TD58354,Nevada,4655.392106,No,Basic,High School or Below,1/26/11,Unemployed,M,0,Suburban,Single,67,18,44,0,3,Personal Auto,Personal L3,Offer1,Agent,482.4,Four-Door Car,Medsize
XM19715,Oregon,5326.501981,No,Basic,College,2/8/11,Employed,F,22268,Urban,Married,67,12,70,0,8,Personal Auto,Personal L1,Offer3,Call Center,294.803913,Two-Door Car,Medsize
KH19280,Arizona,6513.612638,No,Extended,College,1/22/11,Employed,F,50037,Urban,Married,81,24,91,0,6,Special Auto,Special L2,Offer1,Call Center,303.384527,Four-Door Car,Medsize
GE50763,Washington,3491.741616,No,Premium,Bachelor,1/16/11,Unemployed,M,0,Suburban,Single,104,30,88,0,1,Corporate Auto,Corporate L1,Offer1,Agent,748.8,Four-Door Car,Medsize
VW63894,California,7870.360084,No,Extended,Master,2/4/11,Employed,M,75740,Rural,Married,98,8,42,0,3,Personal Auto,Personal L1,Offer3,Web,46.702524,Four-Door Car,Medsize
